job_id,titre,secteur,localisation,type_contrat,groupe_contrat,entreprise,type_entreprise,poste,date_publication,description,profil,competences,localisation_norm,text_profile
NONREF000166,Magasinier,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,DARON CONGO,,1.0,2025-02-13 00:00:00,,,,pointe-noire,"Magasinier Transport, Logistique & Supply Chain"
NONREF000031,Assistant resp et logistique,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDD,Emploi Temporaire,DARON SAM CONGO,,1.0,2025-02-05 00:00:00,,,,pointe-noire,"Assistant resp et logistique Commerce, Vente, Marketing & Distribution"
NONREF000230,Sénior manager Expertise-CPT,"Pétrole, Gaz & Hydrocarbures",POINTE-NOIRE,CDI,Emploi Durable,DELOITTE,,1.0,2025-01-27 00:00:00,,,,pointe-noire,"Sénior manager Expertise-CPT Pétrole, Gaz & Hydrocarbures"
JOB250000977,MANAGER,"Finance, Banque, Assurance, Comptabilité & Fiscalité",POINTE-NOIRE,CDI,Emploi Durable,DELOITTE TOUCHE TOHMATSU,,1.0,2025-04-24 00:00:00,,,,pointe-noire,"MANAGER Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250001739,RESPONSABLE DES ACHATS,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,DI AFRICA CONGO SA,,1.0,2025-07-23 00:00:00,,,,brazzaville,"RESPONSABLE DES ACHATS Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001756,RESPONSABLE DE LA BLANCHISSERIE,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,DI AFRICA CONGO SA,,1.0,2025-07-24 00:00:00,,,,brazzaville,"RESPONSABLE DE LA BLANCHISSERIE Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001760,Stage Assistant Fiscaliste,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,DI AFRICA CONGO SA,,1.0,2025-07-24 00:00:00,,,,brazzaville,"Stage Assistant Fiscaliste Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001763,Agent Customer Registration (KYC),"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,DI AFRICA CONGO SA,,1.0,2025-07-24 00:00:00,,,,brazzaville,"Agent Customer Registration (KYC) Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001764,ASSISTANT ADMINISTRATIF,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,DI AFRICA CONGO SA,,1.0,2025-07-24 00:00:00,,,,brazzaville,"ASSISTANT ADMINISTRATIF Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001765,CHARGE DE LA COMMUNICATION INTERNE,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,DI AFRICA CONGO SA,,1.0,2025-07-24 00:00:00,,,,brazzaville,"CHARGE DE LA COMMUNICATION INTERNE Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001766,CHARGE DE RECRUTEMENT,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,DI AFRICA CONGO SA,,1.0,2025-07-24 00:00:00,,,,brazzaville,"CHARGE DE RECRUTEMENT Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001767,VIDEOGRAPHISTE,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,DI AFRICA CONGO SA,,1.0,2025-07-24 00:00:00,,,,brazzaville,"VIDEOGRAPHISTE Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001770,AGENT CLOSED LOPP FEEDBACK,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,DI AFRICA CONGO SA,,1.0,2025-07-25 00:00:00,,,,brazzaville,"AGENT CLOSED LOPP FEEDBACK Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001771,AGENT BACK OFFICE TROUBLESHOOTING,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,DI AFRICA CONGO SA,,1.0,2025-07-25 00:00:00,,,,brazzaville,"AGENT BACK OFFICE TROUBLESHOOTING Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001773,CONSEILLER DIGITAL-ASSISTED CHANNEL,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,DI AFRICA CONGO SA,,1.0,2025-07-25 00:00:00,,,,brazzaville,"CONSEILLER DIGITAL-ASSISTED CHANNEL Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001774,COORDINATEUR COMMERCIAL EBU,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,DI AFRICA CONGO SA,,1.0,2025-07-25 00:00:00,,,,brazzaville,"COORDINATEUR COMMERCIAL EBU Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001776,Coordinateur produit et services,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,DI AFRICA CONGO SA,,1.0,2025-07-25 00:00:00,,,,brazzaville,"Coordinateur produit et services Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001777,SUPERVISEUR FLEET,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,DI AFRICA CONGO SA,,1.0,2025-07-25 00:00:00,,,,brazzaville,"SUPERVISEUR FLEET Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001778,TECHNICIEN INFORMATIQUE,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,DI AFRICA CONGO SA,,1.0,2025-07-25 00:00:00,,,,brazzaville,"TECHNICIEN INFORMATIQUE Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001779,Coordonnateur Sécurité,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,DI AFRICA CONGO SA,,1.0,2025-07-25 00:00:00,,,,brazzaville,"Coordonnateur Sécurité Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001780,SUPERVISEUR FUEL,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,DI AFRICA CONGO SA,,1.0,2025-07-25 00:00:00,,,,brazzaville,"SUPERVISEUR FUEL Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001781,AGENT DE LIAISON,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,DI AFRICA CONGO SA,,1.0,2025-07-25 00:00:00,,,,brazzaville,"AGENT DE LIAISON Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001799,conseiller service centre,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,DI AFRICA CONGO SA,,1.0,2025-07-28 00:00:00,,,,brazzaville,"conseiller service centre Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001800,PRESALES INGENIEUR,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,DI AFRICA CONGO SA,,1.0,2025-07-28 00:00:00,,,,brazzaville,"PRESALES INGENIEUR Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001804,Coordinateur Marketing EBU,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,DI AFRICA CONGO SA,,1.0,2025-07-28 00:00:00,,,,brazzaville,"Coordinateur Marketing EBU Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001809,PRESALES INGENIEUR,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDI,Emploi Durable,DI AFRICA CONGO SA,,1.0,2025-07-29 00:00:00,,,,brazzaville,"PRESALES INGENIEUR Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250002065,Responsable des Opération Groupe,"Conseil, Stratégie & Gestion des Ressources Humaines",POINTE-NOIRE,CDD,Emploi Temporaire,DI AFRICA CONGO SA,,1.0,2025-08-29 00:00:00,,,,pointe-noire,"Responsable des Opération Groupe Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001637,Responsable de la Blanchisserie,Nettoyage & Blanchisserie,POINTE-NOIRE,CDD,Emploi Temporaire,DI-Africa (Congo) SA,,1.0,2025-07-08 00:00:00,,,,pointe-noire,Responsable de la Blanchisserie Nettoyage & Blanchisserie
JOB250001641,Responsable de la Sécurité,"Sécurité, Sûreté & Défense",POINTE-NOIRE,CDD,Emploi Temporaire,DI-Africa (Congo) SA,,1.0,2025-07-08 00:00:00,,,,pointe-noire,"Responsable de la Sécurité Sécurité, Sûreté & Défense"
JOB250001643,Superviseurde l'Intendance,Hôtellerie - Restauration,POINTE-NOIRE,CDD,Emploi Temporaire,DI-Africa (Congo) SA,,1.0,2025-07-08 00:00:00,,,,pointe-noire,Superviseurde l'Intendance Hôtellerie - Restauration
JOB250001646,RESPONSABLE DES ACHATS,Hôtellerie - Restauration,POINTE-NOIRE,CDD,Emploi Temporaire,DI-Africa (Congo) SA,,1.0,2025-07-08 00:00:00,,,,pointe-noire,RESPONSABLE DES ACHATS Hôtellerie - Restauration
JOB250001664,Chauffeur,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,DI-Africa (Congo) SA,,1.0,2025-07-11 00:00:00,,,,pointe-noire,"Chauffeur Transport, Logistique & Supply Chain"
JOB250002210,Tacheron,Divers,POINTE-NOIRE,CDD,Emploi Temporaire,DI-Africa (Congo) SA,,1.0,2025-09-11 00:00:00,,,,pointe-noire,Tacheron Divers
JOB250002364,Chauffeur,"Transport, Logistique & Supply Chain",BRAZZAVILLE,CDD,Emploi Temporaire,DI-Africa (Congo) SA,,1.0,2025-10-07 00:00:00,,,,brazzaville,"Chauffeur Transport, Logistique & Supply Chain"
JOB250002367,Agent d'enregistrement client,"Informatique, Data, Télécommunications & Digital",BRAZZAVILLE,CDD,Emploi Temporaire,DI-Africa (Congo) SA,,1.0,2025-10-07 00:00:00,,,,brazzaville,"Agent d'enregistrement client Informatique, Data, Télécommunications & Digital"
JOB250002368,Assistant-Administratif,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,DI-Africa (Congo) SA,,1.0,2025-10-08 00:00:00,,,,brazzaville,"Assistant-Administratif Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250002369,Agent de support technique niveau 2,"Informatique, Data, Télécommunications & Digital",BRAZZAVILLE,CDD,Emploi Temporaire,DI-Africa (Congo) SA,,1.0,2025-10-08 00:00:00,,,,brazzaville,"Agent de support technique niveau 2 Informatique, Data, Télécommunications & Digital"
JOB250002370,Coordinateur Commercial EBU,"Commerce, Vente, Marketing & Distribution",BRAZZAVILLE,CDD,Emploi Temporaire,DI-Africa (Congo) SA,,1.0,2025-10-08 00:00:00,,,,brazzaville,"Coordinateur Commercial EBU Commerce, Vente, Marketing & Distribution"
JOB250002371,Coordinateur produit et services,"Commerce, Vente, Marketing & Distribution",BRAZZAVILLE,CDD,Emploi Temporaire,DI-Africa (Congo) SA,,1.0,2025-10-08 00:00:00,,,,brazzaville,"Coordinateur produit et services Commerce, Vente, Marketing & Distribution"
JOB250002372,Presales Ingénieur,"Informatique, Data, Télécommunications & Digital",BRAZZAVILLE,CDD,Emploi Temporaire,DI-Africa (Congo) SA,,1.0,2025-10-08 00:00:00,,,,brazzaville,"Presales Ingénieur Informatique, Data, Télécommunications & Digital"
JOB250002373,Chauffeurde Direction,"Transport, Logistique & Supply Chain",BRAZZAVILLE,CDD,Emploi Temporaire,DI-Africa (Congo) SA,,1.0,2025-10-08 00:00:00,,,,brazzaville,"Chauffeurde Direction Transport, Logistique & Supply Chain"
JOB250002374,Coordinateur Marketing EBU,"Communication, Médias & Événementiel",BRAZZAVILLE,CDD,Emploi Temporaire,DI-Africa (Congo) SA,,1.0,2025-10-08 00:00:00,,,,brazzaville,"Coordinateur Marketing EBU Communication, Médias & Événementiel"
JOB250002380,FINANCE,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDD,Emploi Temporaire,DI-Africa (Congo) SA,,1.0,2025-10-08 00:00:00,,,,brazzaville,"FINANCE Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250002381,TECHNICIEN INFORMATIQUE,"Informatique, Data, Télécommunications & Digital",BRAZZAVILLE,CDD,Emploi Temporaire,DI-Africa (Congo) SA,,1.0,2025-10-08 00:00:00,,,,brazzaville,"TECHNICIEN INFORMATIQUE Informatique, Data, Télécommunications & Digital"
JOB250002382,Conseiller Digital,"Communication, Médias & Événementiel",BRAZZAVILLE,CDD,Emploi Temporaire,DI-Africa (Congo) SA,,1.0,2025-10-08 00:00:00,,,,brazzaville,"Conseiller Digital Communication, Médias & Événementiel"
JOB250002383,Coordinateur produit et services,"Commerce, Vente, Marketing & Distribution",BRAZZAVILLE,CDD,Emploi Temporaire,DI-Africa (Congo) SA,,1.0,2025-10-08 00:00:00,,,,brazzaville,"Coordinateur produit et services Commerce, Vente, Marketing & Distribution"
JOB250002384,SUPERVISEUR FLEET,"Transport, Logistique & Supply Chain",BRAZZAVILLE,CDD,Emploi Temporaire,DI-Africa (Congo) SA,,1.0,2025-10-08 00:00:00,,,,brazzaville,"SUPERVISEUR FLEET Transport, Logistique & Supply Chain"
JOB250002385,conseiller service centre,"Commerce, Vente, Marketing & Distribution",BRAZZAVILLE,CDD,Emploi Temporaire,DI-Africa (Congo) SA,,1.0,2025-10-08 00:00:00,,,,brazzaville,"conseiller service centre Commerce, Vente, Marketing & Distribution"
JOB250002386,Agent de gestion des retours clients,"Communication, Médias & Événementiel",BRAZZAVILLE,CDD,Emploi Temporaire,DI-Africa (Congo) SA,,1.0,2025-10-08 00:00:00,,,,brazzaville,"Agent de gestion des retours clients Communication, Médias & Événementiel"
JOB250002862,Gestionnaire de point de vente,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDD,Emploi Temporaire,DI-Africa (Congo) SA,,1.0,2025-12-22 00:00:00,,,,brazzaville,"Gestionnaire de point de vente Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250002863,CAISSIER,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDD,Emploi Temporaire,DI-Africa (Congo) SA,,1.0,2025-12-22 00:00:00,,,,brazzaville,"CAISSIER Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250002540,Contremaître de Quart,Agriculture & Industrie Agroalimentaire,KAYES,CDI,Emploi Durable,DISTILLERIE DU CONGO,,1.0,2025-10-29 00:00:00,,,,kayes,Contremaître de Quart Agriculture & Industrie Agroalimentaire
JOB250001512,Chauffeur Poids Lourds,"Transport, Logistique & Supply Chain",Kouilou,CDI,Emploi Durable,DISTRICT DE LOANGO,,1.0,2025-06-24 00:00:00,,,,kouilou,"Chauffeur Poids Lourds Transport, Logistique & Supply Chain"
JOB250001532,ACHETEUR,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDD,Emploi Temporaire,DIXSTONE OPERATIONS CONGO,,1.0,2025-06-26 00:00:00,,,,pointe-noire,"ACHETEUR Commerce, Vente, Marketing & Distribution"
JOB250001582,SUPPLY CHAIN MANAGER,"Énergie, Environnement & Eau",POINTE-NOIRE,CDI,Emploi Durable,DIXSTONE OPERATIONS CONGO,,1.0,2025-07-02 00:00:00,,,,pointe-noire,"SUPPLY CHAIN MANAGER Énergie, Environnement & Eau"
JOB250001583,Représentant Pays,"Énergie, Environnement & Eau",POINTE-NOIRE,CDI,Emploi Durable,DIXSTONE OPERATIONS CONGO,,1.0,2025-07-03 00:00:00,,,,pointe-noire,"Représentant Pays Énergie, Environnement & Eau"
JOB250001823,HR GENERALIST,"Énergie, Environnement & Eau",POINTE-NOIRE,CDD,Emploi Temporaire,DIXSTONE OPERATIONS CONGO,,1.0,2025-07-31 00:00:00,,,,pointe-noire,"HR GENERALIST Énergie, Environnement & Eau"
JOB250001825,"HR, Taxes & Compliance Assistant","Énergie, Environnement & Eau",POINTE-NOIRE,CDD,Emploi Temporaire,DIXSTONE OPERATIONS CONGO,,1.0,2025-07-31 00:00:00,,,,pointe-noire,"HR, Taxes & Compliance Assistant Énergie, Environnement & Eau"
JOB250002359,Responsable de l'entretienou de la maintenance des puits,"Énergie, Environnement & Eau",POINTE-NOIRE,CDI,Emploi Durable,DIXSTONE OPERATIONS CONGO,,1.0,2025-10-07 00:00:00,,,,pointe-noire,"Responsable de l'entretienou de la maintenance des puits Énergie, Environnement & Eau"
JOB250002361,Superintendant Maintenance,"Pétrole, Gaz & Hydrocarbures",POINTE-NOIRE,CDI,Emploi Durable,DIXSTONE OPERATIONS CONGO,,1.0,2025-10-07 00:00:00,,,,pointe-noire,"Superintendant Maintenance Pétrole, Gaz & Hydrocarbures"
JOB250002397,Responsable de l'entretienou de la maintenance des puits,"Pétrole, Gaz & Hydrocarbures",POINTE-NOIRE,CDI,Emploi Durable,DIXSTONE OPERATIONS CONGO,,1.0,2025-10-09 00:00:00,,,,pointe-noire,"Responsable de l'entretienou de la maintenance des puits Pétrole, Gaz & Hydrocarbures"
JOB250002398,Superintendant Maintenance,"Pétrole, Gaz & Hydrocarbures",POINTE-NOIRE,CDI,Emploi Durable,DIXSTONE OPERATIONS CONGO,,1.0,2025-10-09 00:00:00,,,,pointe-noire,"Superintendant Maintenance Pétrole, Gaz & Hydrocarbures"
JOB250002412,RESPONSABLE RESSOURCES HUMAINES,"Conseil, Stratégie & Gestion des Ressources Humaines",POINTE-NOIRE,CDD,Emploi Temporaire,DIXSTONE OPERATIONS CONGO,,1.0,2025-10-11 00:00:00,,,,pointe-noire,"RESPONSABLE RESSOURCES HUMAINES Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250002413,Ingenieur de Forage,"Énergie, Environnement & Eau",POINTE-NOIRE,CDI,Emploi Durable,DIXSTONE OPERATIONS CONGO,,1.0,2025-10-11 00:00:00,,,,pointe-noire,"Ingenieur de Forage Énergie, Environnement & Eau"
JOB250002436,SENIOR RH,"Conseil, Stratégie & Gestion des Ressources Humaines",POINTE-NOIRE,CDD,Emploi Temporaire,DIXSTONE OPERATIONS CONGO,,1.0,2025-10-16 00:00:00,,,,pointe-noire,"SENIOR RH Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250002437,Ingenieur de Forage,"Énergie, Environnement & Eau",POINTE-NOIRE,CDD,Emploi Temporaire,DIXSTONE OPERATIONS CONGO,,1.0,2025-10-16 00:00:00,,,,pointe-noire,"Ingenieur de Forage Énergie, Environnement & Eau"
JOB250002545,Chef comptable,"Finance, Banque, Assurance, Comptabilité & Fiscalité",POINTE-NOIRE,CDD,Emploi Temporaire,DIXSTONE OPERATIONS CONGO,,1.0,2025-10-29 00:00:00,,,,pointe-noire,"Chef comptable Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250002546,Comptable Général,"Énergie, Environnement & Eau",POINTE-NOIRE,CDD,Emploi Temporaire,DIXSTONE OPERATIONS CONGO,,1.0,2025-10-29 00:00:00,,,,pointe-noire,"Comptable Général Énergie, Environnement & Eau"
JOB250002547,Coordinateur Contrat & Achat,"Énergie, Environnement & Eau",POINTE-NOIRE,CDD,Emploi Temporaire,DIXSTONE OPERATIONS CONGO,,1.0,2025-10-29 00:00:00,,,,pointe-noire,"Coordinateur Contrat & Achat Énergie, Environnement & Eau"
JOB250002652,Chef foreur,"Énergie, Environnement & Eau",POINTE-NOIRE,CDD,Emploi Temporaire,DIXSTONE OPERATIONS CONGO,,1.0,2025-11-17 00:00:00,,,,pointe-noire,"Chef foreur Énergie, Environnement & Eau"
JOB250002684,Référent comptable fournisseurs et clients,"Finance, Banque, Assurance, Comptabilité & Fiscalité",POINTE-NOIRE,CDD,Emploi Temporaire,DIXSTONE OPERATIONS CONGO,,1.0,2025-11-19 00:00:00,,,,pointe-noire,"Référent comptable fournisseurs et clients Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250002728,Chef foreur,"Énergie, Environnement & Eau",POINTE-NOIRE,CDD,Emploi Temporaire,DIXSTONE OPERATIONS CONGO,,1.0,2025-11-25 00:00:00,,,,pointe-noire,"Chef foreur Énergie, Environnement & Eau"
JOB250002761,Référent comptable fournisseurs et clients,"Finance, Banque, Assurance, Comptabilité & Fiscalité",POINTE-NOIRE,CDD,Emploi Temporaire,DIXSTONE OPERATIONS CONGO,,1.0,2025-12-02 00:00:00,,,,pointe-noire,"Référent comptable fournisseurs et clients Finance, Banque, Assurance, Comptabilité & Fiscalité"
NONREF000090,Commercial,"Industrie, Production & Maintenance",POINTE-NOIRE,CDD,Emploi Temporaire,DMC IRON,,1.0,2025-01-21 00:00:00,,,,pointe-noire,"Commercial Industrie, Production & Maintenance"
NONREF000091,Commercial machine,"Industrie, Production & Maintenance",POINTE-NOIRE,CDD,Emploi Temporaire,DMC IRON,,1.0,2025-01-21 00:00:00,,,,pointe-noire,"Commercial machine Industrie, Production & Maintenance"
NONREF000212,Responsable groupe electrogene,"Industrie, Production & Maintenance",POINTE-NOIRE,CDD,Emploi Temporaire,DMC IRON,,1.0,2025-01-21 00:00:00,,,,pointe-noire,"Responsable groupe electrogene Industrie, Production & Maintenance"
NONREF000225,Secretaire administrative,"Industrie, Production & Maintenance",POINTE-NOIRE,CDD,Emploi Temporaire,DMC IRON,,1.0,2025-01-21 00:00:00,,,,pointe-noire,"Secretaire administrative Industrie, Production & Maintenance"
NONREF000247,Techno-commercial,"Industrie, Production & Maintenance",POINTE-NOIRE,CDD,Emploi Temporaire,DMC IRON,,1.0,2025-01-21 00:00:00,,,,pointe-noire,"Techno-commercial Industrie, Production & Maintenance"
JOB250001647,COMPTABLE,"Finance, Banque, Assurance, Comptabilité & Fiscalité",POINTE-NOIRE,CDD,Emploi Temporaire,DRIAN & PARTNERS,,1.0,2025-07-08 00:00:00,,,,pointe-noire,"COMPTABLE Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250000943,Agent de recrutement,"Conseil, Stratégie & Gestion des Ressources Humaines",POINTE-NOIRE,CDI,Emploi Durable,EAD (ECOLE AFRICAINE DE DEVELOPPEMENT ),,1.0,2025-04-18 00:00:00,,,,pointe-noire,"Agent de recrutement Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001151,RESPONSABLE GESTION DES ARCHIVES (ARCHIVISTE),"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDD,Emploi Temporaire,Ecobank,,1.0,2025-05-14 00:00:00,,,,brazzaville,"RESPONSABLE GESTION DES ARCHIVES (ARCHIVISTE) Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250001497,AUDITEUR INTERNE,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDD,Emploi Temporaire,Ecobank,,1.0,2025-06-23 00:00:00,,,,brazzaville,"AUDITEUR INTERNE Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250001879,DIRECTEURAUDIT PEAGE,Divers,BRAZZAVILLE,CDD,Emploi Temporaire,EGIS ROAD OPERATION CONGO,,1.0,2025-08-06 00:00:00,,,,brazzaville,DIRECTEURAUDIT PEAGE Divers
JOB250002835,Directeur d’Exploitation,Divers,BRAZZAVILLE,CDI,Emploi Durable,EGIS ROAD OPERATION CONGO,,1.0,2025-12-16 00:00:00,,,,brazzaville,Directeur d’Exploitation Divers
JOB250002212,Responsable Travaux Ligne Aerienne,"Énergie, Environnement & Eau",POINTE-NOIRE,CDI,Emploi Durable,EIFFAGE ENERGIE SYSTEMES-TRANSPORT ET DISTRIBUTION,,1.0,2025-09-11 00:00:00,,,,pointe-noire,"Responsable Travaux Ligne Aerienne Énergie, Environnement & Eau"
JOB250002213,ResponsableTravaux Génie Civil,"Bâtiment, Travaux Publics & Aménagement du Territoire",POINTE-NOIRE,CDI,Emploi Durable,EIFFAGE ENERGIE SYSTEMES-TRANSPORT ET DISTRIBUTION,,1.0,2025-09-11 00:00:00,,,,pointe-noire,"ResponsableTravaux Génie Civil Bâtiment, Travaux Publics & Aménagement du Territoire"
JOB250002214,Coordinateur Travaux,"Bâtiment, Travaux Publics & Aménagement du Territoire",POINTE-NOIRE,CDI,Emploi Durable,EIFFAGE ENERGIE SYSTEMES-TRANSPORT ET DISTRIBUTION,,1.0,2025-09-11 00:00:00,,,,pointe-noire,"Coordinateur Travaux Bâtiment, Travaux Publics & Aménagement du Territoire"
JOB250002252,Responsable de Chantier,"Bâtiment, Travaux Publics & Aménagement du Territoire",POINTE-NOIRE,CDI,Emploi Durable,EIFFAGE ENERGIE SYSTEMES-TRANSPORT ET DISTRIBUTION,,1.0,2025-09-16 00:00:00,,,,pointe-noire,"Responsable de Chantier Bâtiment, Travaux Publics & Aménagement du Territoire"
JOB250002318,Superviseur Travaux Génie Civil,"Bâtiment, Travaux Publics & Aménagement du Territoire",POINTE-NOIRE,CDI,Emploi Durable,EIFFAGE ENERGIE SYSTEMES-TRANSPORT ET DISTRIBUTION,,1.0,2025-09-29 00:00:00,,,,pointe-noire,"Superviseur Travaux Génie Civil Bâtiment, Travaux Publics & Aménagement du Territoire"
NONREF000095,Commis restaurant,Hôtellerie - Restauration,POINTE-NOIRE,CDD,Emploi Temporaire,ELAIS,,2.0,2025-02-05 00:00:00,,,,pointe-noire,Commis restaurant Hôtellerie - Restauration
JOB250000979,COMPTABLE,"Finance, Banque, Assurance, Comptabilité & Fiscalité",POINTE-NOIRE,CDD,Emploi Temporaire,ELSA PREMIUM SERVICES,,1.0,2025-04-24 00:00:00,,,,pointe-noire,"COMPTABLE Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250000980,Assistant GUOT,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,ELSA PREMIUM SERVICES,,1.0,2025-04-24 00:00:00,,,,pointe-noire,"Assistant GUOT Transport, Logistique & Supply Chain"
JOB250001202,CHEF DE SERVIES TRANSIT ET LOGISTIQUE ADJOINT,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,ELSA PREMIUM SERVICES,,1.0,2025-05-21 00:00:00,,,,pointe-noire,"CHEF DE SERVIES TRANSIT ET LOGISTIQUE ADJOINT Transport, Logistique & Supply Chain"
JOB250001718,SECRETAIRE,"Conseil, Stratégie & Gestion des Ressources Humaines",POINTE-NOIRE,CDD,Emploi Temporaire,ELSA PREMIUM SERVICES,,1.0,2025-07-21 00:00:00,,,,pointe-noire,"SECRETAIRE Conseil, Stratégie & Gestion des Ressources Humaines"
NONREF000008,Agent de recouvrement,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDD,Emploi Temporaire,EMPLOI SERVICE,,1.0,2025-01-21 00:00:00,,,,pointe-noire,"Agent de recouvrement Commerce, Vente, Marketing & Distribution"
NONREF000161,it support,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDD,Emploi Temporaire,EMPLOI SERVICE,,1.0,2025-01-21 00:00:00,,,,pointe-noire,"it support Commerce, Vente, Marketing & Distribution"
JOB250001119,ADMINISTRATEUR RESEAU INFORMATIQUE,"Informatique, Data, Télécommunications & Digital",BRAZZAVILLE,CDD,Emploi Temporaire,EMPLOI SERVICE CONGO sarl,,1.0,2025-05-12 00:00:00,,,,brazzaville,"ADMINISTRATEUR RESEAU INFORMATIQUE Informatique, Data, Télécommunications & Digital"
